Ente;Confinanti;Data inizio;Positivi 2020/03/25;Data massimo positivi durante chiusura;Massimo positivi durante chiusura;Data fine chiusura;Positivi fine chiusura;Data inizio zona rossa;Positivi inizio zona rossa;Data massimo positivi seconda ondata;Massimo positivi seconda ondata;Data inizio zona arancione;Positivi inizio zona arancione;Data inizio zona gialla;Positivi inizio zona gialla;Data ultimo giorno;Positivi 2021/01/16;Data massimo positivi;Massimo positivi;Data massima variazione;Massima variazione;Data inizio;Positivi per 1000 abitanti 2020/03/25;Data massimo positivi per 1000 abitanti durante chiusura;Massimo positivi per 1000 abitanti durante chiusura;Data fine chiusura;Positivi per 1000 abitanti fine chiusura;Data inizio zona rossa;Positivi per 1000 abitanti inizio zona rossa;Data massimo positivi per 1000 abitanti seconda ondata;Massimo positivi per 1000 abitanti seconda ondata;Data inizio zona arancione;Positivi per 1000 abitanti inizio zona arancione;Data inizio zona gialla;Positivi per 1000 abitanti inizio zona gialla;Data ultimo giorno;Positivi per 1000 abitanti 2021/01/16;Data massimo positivi per 1000 abitanti;Massimo positivi per 1000 abitanti;Data massima variazione per 1000 abitanti;Massima variazione per 1000 abitanti;Tipo
Sala Biellese;Donato,Mongrando,Torrazzo,Zubiena,Chiaverano;2020/03/25;2;2020/03/30;4;2020/05/18;0;2020/11/03;1;2020/11/20;7;2020/11/27;5;2020/12/12;2;2021/01/16;0;2020/11/20;7;2020/11/20;2;2020/03/25;3.38;2020/03/30;6.76;2020/05/18;0.0;2020/11/03;1.69;2020/11/20;11.82;2020/11/27;8.45;2020/12/12;3.38;2021/01/16;0.0;2020/11/20;11.82;2020/11/20;3.37;COM
Sala Monferrato;Ottiglio,Treville,Ozzano Monferrato,Cereseto,Cella Monte;2020/03/25;1;2020/03/26;2;2020/05/18;0;2020/11/03;2;2020/11/08;4;2020/11/27;1;2020/12/12;0;2021/01/16;4;2020/11/08;4;2021/01/16;4;2020/03/25;2.99;2020/03/26;5.99;2020/05/18;0.0;2020/11/03;5.99;2020/11/08;11.98;2020/11/27;2.99;2020/12/12;0.0;2021/01/16;11.98;2020/11/08;11.98;2021/01/16;11.98;COM
Salasco;San Germano Vercellese,Vercelli,Crova,Sali Vercellese,Lignana;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;1;2020/11/23;11;2020/11/27;10;2020/12/12;0;2021/01/16;0;2020/11/23;11;2020/11/18;3;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;4.44;2020/11/23;48.89;2020/11/27;44.44;2020/12/12;0.0;2021/01/16;0.0;2020/11/23;48.89;2020/11/18;13.33;COM
Salassa;Rivarolo Canavese,Castellamonte,San Ponso,Valperga,Oglianico;2020/03/25;1;2020/03/31;3;2020/05/18;0;2020/11/03;20;2020/11/18;36;2020/11/27;21;2020/12/12;8;2021/01/16;21;2020/11/18;36;2020/10/28;5;2020/03/25;0.54;2020/03/31;1.62;2020/05/18;0.0;2020/11/03;10.81;2020/11/18;19.46;2020/11/27;11.35;2020/12/12;4.32;2021/01/16;11.35;2020/11/18;19.46;2020/10/28;2.7;COM
Salbertrand;Pragelato,Exilles,Oulx;2020/03/25;0;2020/04/11;3;2020/05/18;1;2020/11/03;4;2020/11/13;13;2020/11/27;6;2020/12/12;0;2021/01/16;0;2020/11/13;13;2020/05/05;3;2020/03/25;0.0;2020/04/11;4.86;2020/05/18;1.62;2020/11/03;6.48;2020/11/13;21.07;2020/11/27;9.72;2020/12/12;0.0;2021/01/16;0.0;2020/11/13;21.07;2020/05/05;4.86;COM
Sale;Alluvioni Piovera,Tortona,Guazzora,Isola Sant'Antonio,Castelnuovo Scrivia,Alessandria;2020/03/25;23;2020/05/04;129;2020/05/18;103;2020/11/03;16;2020/11/16;47;2020/11/27;22;2020/12/12;4;2021/01/16;13;2020/05/04;129;2020/04/16;12;2020/03/25;5.69;2020/05/04;31.91;2020/05/18;25.48;2020/11/03;3.96;2020/11/16;11.63;2020/11/27;5.44;2020/12/12;0.99;2021/01/16;3.22;2020/05/04;31.91;2020/04/16;2.96;COM
Sale San Giovanni;Camerana,Ceva,Paroldo,Sale delle Langhe,Mombarcaro;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;0;2020/11/17;2;2020/11/27;0;2020/12/12;0;2021/01/16;0;2020/11/17;2;2020/11/13;1;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;0.0;2020/11/17;11.63;2020/11/27;0.0;2020/12/12;0.0;2021/01/16;0.0;2020/11/17;11.63;2020/11/17;5.82;COM
Sale delle Langhe;Camerana,Priero,Sale San Giovanni,Ceva,Montezemolo;2020/03/25;1;2020/03/25;1;2020/05/18;0;2020/11/03;5;2020/11/07;6;2020/11/27;1;2020/12/12;3;2021/01/16;5;2020/11/07;6;2020/10/30;2;2020/03/25;1.97;2020/03/25;1.97;2020/05/18;0.0;2020/11/03;9.86;2020/11/07;11.83;2020/11/27;1.97;2020/12/12;5.92;2021/01/16;9.86;2020/11/07;11.83;2020/10/30;3.95;COM
Salerano Canavese;Banchette,Fiorano Canavese,Samone,LoranzÃ¨,Ivrea;2020/03/25;2;2020/04/11;3;2020/05/18;0;2020/11/03;7;2020/11/25;12;2020/11/27;12;2020/12/12;8;2021/01/16;3;2020/11/25;12;2020/11/25;5;2020/03/25;4.23;2020/04/11;6.34;2020/05/18;0.0;2020/11/03;14.8;2020/11/25;25.37;2020/11/27;25.37;2020/12/12;16.91;2021/01/16;6.34;2020/11/25;25.37;2020/11/25;10.57;COM
Sali Vercellese;Vercelli,Salasco,Lignana;2020/03/25;1;2020/03/25;1;2020/05/18;0;2020/11/03;1;2020/11/09;2;2020/11/27;0;2020/12/12;0;2021/01/16;0;2020/11/09;2;2020/10/23;1;2020/03/25;9.52;2020/03/25;9.52;2020/05/18;0.0;2020/11/03;9.52;2020/11/09;19.05;2020/11/27;0.0;2020/12/12;0.0;2021/01/16;0.0;2020/11/09;19.05;2020/11/09;9.53;COM
Saliceto;Camerana,Gottasecca,Montezemolo;2020/03/25;0;2020/04/15;3;2020/05/18;1;2020/11/03;3;2020/11/26;19;2020/11/27;18;2020/12/12;7;2021/01/16;2;2020/11/26;19;2020/11/15;4;2020/03/25;0.0;2020/04/15;2.39;2020/05/18;0.8;2020/11/03;2.39;2020/11/26;15.13;2020/11/27;14.33;2020/12/12;5.57;2021/01/16;1.59;2020/11/26;15.13;2020/11/15;3.18;COM
Salmour;Bene Vagienna,Cervere,Cherasco,Fossano,Narzole;2020/03/25;1;2020/04/06;2;2020/05/18;0;2020/11/03;8;2020/12/09;24;2020/11/27;4;2020/12/12;23;2021/01/16;5;2020/12/09;24;2020/11/28;16;2020/03/25;1.38;2020/04/06;2.76;2020/05/18;0.0;2020/11/03;11.05;2020/12/09;33.15;2020/11/27;5.52;2020/12/12;31.77;2021/01/16;6.91;2020/12/09;33.15;2020/11/28;22.1;COM
Saluggia;Cigliano,Crescentino,Rondissone,Livorno Ferraris,Lamporo,Verolengo,Torrazza Piemonte;2020/03/25;2;2020/04/13;9;2020/05/18;4;2020/11/03;27;2020/11/24;85;2020/11/27;79;2020/12/12;44;2021/01/16;17;2020/11/24;85;2020/11/24;17;2020/03/25;0.51;2020/04/13;2.3;2020/05/18;1.02;2020/11/03;6.89;2020/11/24;21.71;2020/11/27;20.17;2020/12/12;11.24;2021/01/16;4.34;2020/11/24;21.71;2020/11/24;4.35;COM
Salussola;Carisio,Dorzano,Cerrione,CavagliÃ ,Buronzo,Verrone,Villanova Biellese,Roppolo,Massazza;2020/03/25;8;2020/03/30;10;2020/05/18;0;2020/11/03;9;2020/12/02;25;2020/11/27;16;2020/12/12;19;2021/01/16;3;2020/12/02;25;2020/12/01;6;2020/03/25;4.16;2020/03/30;5.2;2020/05/18;0.0;2020/11/03;4.68;2020/12/02;12.99;2020/11/27;8.32;2020/12/12;9.88;2021/01/16;1.56;2020/12/02;12.99;2020/12/01;3.11;COM
Saluzzo;Revello,Lagnasco,Moretta,Torre San Giorgio,Pagno,Scarnafigi,Manta,CardÃ¨;2020/03/25;7;2020/05/05;57;2020/05/18;24;2020/11/03;312;2020/11/10;372;2020/11/27;307;2020/12/12;126;2021/01/16;26;2020/11/10;372;2020/10/23;56;2020/03/25;0.41;2020/05/05;3.3;2020/05/18;1.39;2020/11/03;18.08;2020/11/10;21.56;2020/11/27;17.79;2020/12/12;7.3;2021/01/16;1.51;2020/11/10;21.56;2020/10/23;3.25;COM
Salza di Pinerolo;Perrero,Pragelato,Massello,Prali;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;0;2020/11/22;3;2020/11/27;2;2020/12/12;0;2021/01/16;0;2020/11/22;3;2020/11/15;1;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;0.0;2020/11/22;38.96;2020/11/27;25.97;2020/12/12;0.0;2021/01/16;0.0;2020/11/22;38.96;2020/11/15;12.99;COM
Sambuco;Demonte,Canosio,Marmora,Vinadio,Pietraporzio;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;0;2020/11/24;3;2020/11/27;3;2020/12/12;1;2021/01/16;1;2020/11/24;3;2020/11/12;2;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;0.0;2020/11/24;34.48;2020/11/27;34.48;2020/12/12;11.49;2021/01/16;11.49;2020/11/24;34.48;2020/11/12;22.99;COM
Samone;Banchette,Fiorano Canavese,Salerano Canavese,Colleretto Giacosa,Pavone Canavese,LoranzÃ¨;2020/03/25;1;2020/05/05;4;2020/05/18;1;2020/11/03;18;2020/11/17;43;2020/11/27;21;2020/12/12;6;2021/01/16;1;2020/11/17;43;2020/11/05;8;2020/03/25;0.63;2020/05/05;2.53;2020/05/18;0.63;2020/11/03;11.39;2020/11/17;27.2;2020/11/27;13.28;2020/12/12;3.8;2021/01/16;0.63;2020/11/17;27.2;2020/11/05;5.06;COM
Sampeyre;Stroppo,Oncino,Sanfront,Macra,Paesana,Elva,San Damiano Macra,Brossasco,Frassino,Casteldelfino;2020/03/25;0;2020/04/27;4;2020/05/18;2;2020/11/03;4;2020/12/08;28;2020/11/27;18;2020/12/12;20;2021/01/16;2;2020/12/08;28;2020/11/12;6;2020/03/25;0.0;2020/04/27;4.03;2020/05/18;2.01;2020/11/03;4.03;2020/12/08;28.2;2020/11/27;18.13;2020/12/12;20.14;2021/01/16;2.01;2020/12/08;28.2;2020/11/12;6.04;COM
San Benedetto Belbo;Mombarcaro,Bossolasco,Niella Belbo,Murazzano;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;1;2020/12/02;4;2020/11/27;1;2020/12/12;1;2021/01/16;0;2020/12/02;4;2020/11/28;2;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;6.13;2020/12/02;24.54;2020/11/27;6.13;2020/12/12;6.13;2021/01/16;0.0;2020/12/02;24.54;2020/11/28;12.27;COM
San Benigno Canavese;Bosconero,Lombardore,Volpiano,Foglizzo,Chivasso,Montanaro;2020/03/25;2;2020/04/08;11;2020/05/18;4;2020/11/03;130;2020/11/16;134;2020/11/27;80;2020/12/12;37;2021/01/16;23;2020/11/16;134;2020/10/31;26;2020/03/25;0.33;2020/04/08;1.82;2020/05/18;0.66;2020/11/03;21.56;2020/11/16;22.22;2020/11/27;13.27;2020/12/12;6.14;2021/01/16;3.81;2020/11/16;22.22;2020/10/31;4.31;COM
San Bernardino Verbano;Premosello-Chiovenda,Mergozzo,Cossogno,Verbania;2020/03/25;0;2020/04/03;3;2020/05/18;0;2020/11/03;2;2020/11/18;8;2020/11/27;8;2020/12/12;3;2021/01/16;5;2020/11/18;8;2020/11/05;2;2020/03/25;0.0;2020/04/03;2.28;2020/05/18;0.0;2020/11/03;1.52;2020/11/18;6.07;2020/11/27;6.07;2020/12/12;2.28;2021/01/16;3.79;2020/11/18;6.07;2020/11/21;1.52;COM
San Carlo Canavese;Nole,Vauda Canavese,Barbania,CiriÃ¨,Rocca Canavese,San Francesco al Campo,San Maurizio Canavese;2020/03/25;2;2020/05/06;75;2020/05/18;48;2020/11/03;60;2020/11/14;86;2020/11/27;75;2020/12/12;36;2021/01/16;21;2020/11/14;86;2020/04/19;38;2020/03/25;0.5;2020/05/06;18.64;2020/05/18;11.93;2020/11/03;14.91;2020/11/14;21.37;2020/11/27;18.64;2020/12/12;8.95;2021/01/16;5.22;2020/11/14;21.37;2020/04/19;9.44;COM
San Colombano Belmonte;Canischio,CuorgnÃ¨,Prascorsano;2020/03/25;0;2020/04/11;3;2020/05/18;3;2020/11/03;7;2020/11/10;11;2020/11/27;5;2020/12/12;1;2021/01/16;1;2020/11/10;11;2020/11/02;2;2020/03/25;0.0;2020/04/11;8.47;2020/05/18;8.47;2020/11/03;19.77;2020/11/10;31.07;2020/11/27;14.12;2020/12/12;2.82;2021/01/16;2.82;2020/11/10;31.07;2020/11/02;5.65;COM
San Cristoforo;Gavi,Capriata d'Orba,Parodi Ligure,Francavilla Bisio,Castelletto d'Orba;2020/03/25;0;2020/04/08;2;2020/05/18;2;2020/11/03;3;2020/11/20;15;2020/11/27;7;2020/12/12;0;2021/01/16;1;2020/11/20;15;2020/11/17;3;2020/03/25;0.0;2020/04/08;3.45;2020/05/18;3.45;2020/11/03;5.17;2020/11/20;25.86;2020/11/27;12.07;2020/12/12;0.0;2021/01/16;1.72;2020/11/20;25.86;2020/11/17;5.17;COM
San Damiano Macra;Celle di Macra,Castelmagno,Macra,Sampeyre,Cartignano,Frassino,Melle,Dronero;2020/03/25;0;2020/05/01;2;2020/05/18;1;2020/11/03;3;2020/11/19;38;2020/11/27;18;2020/12/12;4;2021/01/16;1;2020/11/19;38;2020/11/06;19;2020/03/25;0.0;2020/05/01;4.9;2020/05/18;2.45;2020/11/03;7.35;2020/11/19;93.14;2020/11/27;44.12;2020/12/12;9.8;2021/01/16;2.45;2020/11/19;93.14;2020/11/06;46.57;COM
San Damiano d'Asti;Antignano,Cisterna d'Asti,Cantarana,San Martino Alfieri,Priocca,Canale,Celle Enomondo,Tigliole,Ferrere,Asti,Govone;2020/03/25;3;2020/04/25;21;2020/05/18;7;2020/11/03;68;2020/11/19;138;2020/11/27;131;2020/12/12;63;2021/01/16;31;2020/11/19;138;2020/12/17;19;2020/03/25;0.36;2020/04/25;2.53;2020/05/18;0.84;2020/11/03;8.19;2020/11/19;16.62;2020/11/27;15.77;2020/12/12;7.59;2021/01/16;3.73;2020/11/19;16.62;2020/12/17;2.29;COM
San Didero;Bruzolo,Borgone Susa,San Giorio di Susa,Villar Focchiardo,Condove;2020/03/25;0;2020/04/02;2;2020/05/18;0;2020/11/03;3;2021/01/09;7;2020/11/27;4;2020/12/12;3;2021/01/16;4;2021/01/09;7;2021/01/09;4;2020/03/25;0.0;2020/04/02;3.7;2020/05/18;0.0;2020/11/03;5.56;2021/01/09;12.96;2020/11/27;7.41;2020/12/12;5.56;2021/01/16;7.41;2021/01/09;12.96;2021/01/09;7.4;COM
San Francesco al Campo;Vauda Canavese,Lombardore,Front,Rivarossa,Leini,San Carlo Canavese,San Maurizio Canavese;2020/03/25;7;2020/04/05;12;2020/05/18;3;2020/11/03;42;2020/11/14;83;2020/11/27;54;2020/12/12;33;2021/01/16;11;2020/11/14;83;2020/11/07;11;2020/03/25;1.43;2020/04/05;2.44;2020/05/18;0.61;2020/11/03;8.56;2020/11/14;16.91;2020/11/27;11.0;2020/12/12;6.72;2021/01/16;2.24;2020/11/14;16.91;2020/11/07;2.24;COM
San Germano Chisone;San Secondo di Pinerolo,Prarostino,Villar Perosa,Inverso Pinasca,Porte,Angrogna,Pramollo;2020/03/25;1;2020/03/31;2;2020/05/18;0;2020/11/03;2;2020/11/20;43;2020/11/27;36;2020/12/12;12;2021/01/16;10;2020/11/20;43;2020/11/11;16;2020/03/25;0.57;2020/03/31;1.14;2020/05/18;0.0;2020/11/03;1.14;2020/11/20;24.42;2020/11/27;20.44;2020/12/12;6.81;2021/01/16;5.68;2020/11/20;24.42;2020/11/11;9.08;COM
San Germano Vercellese;Vercelli,Salasco,Crova,Casanova Elvo,SanthiÃ ,Tronzano Vercellese,Olcenengo;2020/03/25;4;2020/03/30;8;2020/05/18;2;2020/11/03;38;2020/11/12;57;2020/11/27;10;2020/12/12;1;2021/01/16;0;2020/11/12;57;2020/10/24;13;2020/03/25;2.59;2020/03/30;5.18;2020/05/18;1.3;2020/11/03;24.61;2020/11/12;36.92;2020/11/27;6.48;2020/12/12;0.65;2021/01/16;0.0;2020/11/12;36.92;2020/10/24;8.42;COM
San Giacomo Vercellese;Rovasenda,Balocco,Buronzo,Villarboit,Arborio;2020/03/25;0;2020/03/26;1;2020/05/18;0;2020/11/03;1;2020/11/04;1;2020/11/27;0;2020/12/12;0;2021/01/16;0;2020/03/26;1;2020/03/26;1;2020/03/25;0.0;2020/03/26;3.4;2020/05/18;0.0;2020/11/03;3.4;2020/11/04;3.4;2020/11/27;0.0;2020/12/12;0.0;2021/01/16;0.0;2020/03/26;3.4;2020/03/26;3.4;COM
San Gillio;Alpignano,La Cassa,Val della Torre,Givoletto,Druento,Pianezza;2020/03/25;2;2020/05/04;63;2020/05/18;14;2020/11/03;30;2020/11/15;47;2020/11/27;36;2020/12/12;13;2021/01/16;6;2020/05/04;63;2020/04/22;36;2020/03/25;0.63;2020/05/04;19.73;2020/05/18;4.38;2020/11/03;9.4;2020/11/15;14.72;2020/11/27;11.27;2020/12/12;4.07;2021/01/16;1.88;2020/05/04;19.73;2020/04/22;11.27;COM
San Giorgio Canavese;Orio Canavese,Ozegna,Cuceglio,Feletto,Foglizzo,San Giusto Canavese,Caluso,LusigliÃ¨,Ciconio,Barone Canavese,AgliÃ¨,Montalenghe;2020/03/25;2;2020/04/16;7;2020/05/18;2;2020/11/03;7;2020/11/17;84;2020/11/27;64;2020/12/12;36;2021/01/16;19;2020/11/17;84;2020/11/09;24;2020/03/25;0.78;2020/04/16;2.73;2020/05/18;0.78;2020/11/03;2.73;2020/11/17;32.72;2020/11/27;24.93;2020/12/12;14.02;2021/01/16;7.4;2020/11/17;32.72;2020/11/09;9.35;COM
San Giorgio Monferrato;Rosignano Monferrato,Ozzano Monferrato,Casale Monferrato;2020/03/25;1;2020/04/24;19;2020/05/18;15;2020/11/03;6;2020/11/18;13;2020/11/27;9;2020/12/12;2;2021/01/16;2;2020/04/24;19;2020/04/22;12;2020/03/25;0.82;2020/04/24;15.64;2020/05/18;12.35;2020/11/03;4.94;2020/11/18;10.7;2020/11/27;7.41;2020/12/12;1.65;2021/01/16;1.65;2020/04/24;15.64;2020/04/22;9.87;COM
San Giorgio Scarampi;Perletto,Vesime,Olmo Gentile,Roccaverano;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;0;2020/11/11;5;2020/11/27;2;2020/12/12;0;2021/01/16;0;2020/11/11;5;2020/11/11;3;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;0.0;2020/11/11;45.05;2020/11/27;18.02;2020/12/12;0.0;2021/01/16;0.0;2020/11/11;45.05;2020/11/11;27.03;COM
San Giorio di Susa;Bruzolo,Coazze,Roure,Chianocco,Bussoleno,San Didero,Villar Focchiardo;2020/03/25;0;2020/04/24;1;2020/05/18;1;2020/11/03;4;2020/11/13;15;2020/11/27;7;2020/12/12;1;2021/01/16;1;2020/11/13;15;2020/11/13;3;2020/03/25;0.0;2020/04/24;1.03;2020/05/18;1.03;2020/11/03;4.14;2020/11/13;15.51;2020/11/27;7.24;2020/12/12;1.03;2021/01/16;1.03;2020/11/13;15.51;2020/11/13;3.1;COM
San Giusto Canavese;Feletto,Bosconero,Foglizzo,San Giorgio Canavese;2020/03/25;0;2020/04/19;2;2020/05/18;0;2020/11/03;32;2020/11/17;57;2020/11/27;42;2020/12/12;21;2021/01/16;12;2020/11/17;57;2020/10/28;10;2020/03/25;0.0;2020/04/19;0.6;2020/05/18;0.0;2020/11/03;9.54;2020/11/17;16.99;2020/11/27;12.52;2020/12/12;6.26;2021/01/16;3.58;2020/11/17;16.99;2020/10/28;2.98;COM
San Martino Alfieri;Antignano,Govone,San Damiano d'Asti,Costigliole d'Asti;2020/03/25;0;2020/04/14;3;2020/05/18;1;2020/11/03;5;2020/11/22;8;2020/11/27;8;2020/12/12;2;2021/01/16;4;2020/11/22;8;2020/11/22;2;2020/03/25;0.0;2020/04/14;4.56;2020/05/18;1.52;2020/11/03;7.6;2020/11/22;12.16;2020/11/27;12.16;2020/12/12;3.04;2021/01/16;6.08;2020/11/22;12.16;2020/11/22;3.04;COM
San Martino Canavese;VialfrÃ¨,Scarmagno,Castellamonte,Torre Canavese,Parella,Colleretto Giacosa,Pavone Canavese,Perosa Canavese,AgliÃ¨;2020/03/25;0;2020/04/04;1;2020/05/18;1;2020/11/03;11;2020/11/07;12;2020/11/27;10;2020/12/12;3;2021/01/16;4;2020/11/07;12;2020/10/27;4;2020/03/25;0.0;2020/04/04;1.22;2020/05/18;1.22;2020/11/03;13.46;2020/11/07;14.69;2020/11/27;12.24;2020/12/12;3.67;2021/01/16;4.9;2020/11/07;14.69;2020/10/27;4.9;COM
San Marzano Oliveto;Calamandrana,Canelli,Moasca,Nizza Monferrato,Castelnuovo Calcea;2020/03/25;1;2020/04/05;2;2020/05/18;1;2020/11/03;2;2020/12/03;11;2020/11/27;8;2020/12/12;7;2021/01/16;1;2020/12/03;11;2020/11/11;2;2020/03/25;0.98;2020/04/05;1.97;2020/05/18;0.98;2020/11/03;1.97;2020/12/03;10.83;2020/11/27;7.87;2020/12/12;6.89;2021/01/16;0.98;2020/12/03;10.83;2020/11/11;1.97;COM
San Maurizio Canavese;Robassomero,Caselle Torinese,CiriÃ¨,San Francesco al Campo,Leini,San Carlo Canavese;2020/03/25;14;2020/04/25;81;2020/05/18;35;2020/11/03;155;2020/11/12;222;2020/11/27;145;2020/12/12;59;2021/01/16;57;2020/11/12;222;2020/10/28;20;2020/03/25;1.36;2020/04/25;7.85;2020/05/18;3.39;2020/11/03;15.03;2020/11/12;21.52;2020/11/27;14.06;2020/12/12;5.72;2021/01/16;5.53;2020/11/12;21.52;2020/10/28;1.94;COM
San Maurizio d'Opaglio;Madonna del Sasso,Pella,Gozzano,Orta San Giulio,Pogno;2020/03/25;3;2020/05/03;16;2020/05/18;3;2020/11/03;6;2020/11/19;36;2020/11/27;22;2020/12/12;4;2021/01/16;10;2020/11/19;36;2020/11/18;7;2020/03/25;0.98;2020/05/03;5.24;2020/05/18;0.98;2020/11/03;1.96;2020/11/19;11.78;2020/11/27;7.2;2020/12/12;1.31;2021/01/16;3.27;2020/11/19;11.78;2020/11/18;2.29;COM
San Mauro Torinese;Torino,Baldissero Torinese,Settimo Torinese,Castiglione Torinese;2020/03/25;31;2020/04/23;127;2020/05/18;68;2020/11/03;230;2020/11/11;277;2020/11/27;174;2020/12/12;100;2021/01/16;68;2020/11/11;277;2020/10/27;40;2020/03/25;1.64;2020/04/23;6.72;2020/05/18;3.6;2020/11/03;12.16;2020/11/11;14.65;2020/11/27;9.2;2020/12/12;5.29;2021/01/16;3.6;2020/11/11;14.65;2020/10/27;2.11;COM
San Michele MondovÃ¬;Lesegno,Niella Tanaro,Vicoforte,Monasterolo Casotto,Mombasiglio,Torre MondovÃ¬;2020/03/25;0;2020/04/25;2;2020/05/18;0;2020/11/03;1;2020/11/24;37;2020/11/27;36;2020/12/12;18;2021/01/16;26;2020/11/24;37;2021/01/04;14;2020/03/25;0.0;2020/04/25;1.03;2020/05/18;0.0;2020/11/03;0.52;2020/11/24;19.14;2020/11/27;18.62;2020/12/12;9.31;2021/01/16;13.45;2020/11/24;19.14;2021/01/04;7.24;COM
San Nazzaro Sesia;Villata,Casalbeltrame,Biandrate,Albano Vercellese,Recetto,Greggio,Casalvolone,Oldenico;2020/03/25;3;2020/03/25;3;2020/05/18;1;2020/11/03;3;2020/11/26;15;2020/11/27;13;2020/12/12;5;2021/01/16;0;2020/11/26;15;2020/11/23;5;2020/03/25;4.07;2020/03/25;4.07;2020/05/18;1.36;2020/11/03;4.07;2020/11/26;20.33;2020/11/27;17.62;2020/12/12;6.78;2021/01/16;0.0;2020/11/26;20.33;2020/11/23;6.77;COM
San Paolo Solbrito;Villafranca d'Asti,Dusino San Michele,Roatto,Montafia,Villanova d'Asti;2020/03/25;1;2020/05/09;2;2020/05/18;2;2020/11/03;11;2021/01/05;27;2020/11/27;10;2020/12/12;13;2021/01/16;16;2021/01/05;27;2020/12/25;7;2020/03/25;0.84;2020/05/09;1.67;2020/05/18;1.67;2020/11/03;9.19;2021/01/05;22.56;2020/11/27;8.35;2020/12/12;10.86;2021/01/16;13.37;2021/01/05;22.56;2020/12/25;5.85;COM
San Pietro Mosezzo;Biandrate,Casaleggio Novara,Briona,Caltignaga,Casalino,Novara,Vicolungo;2020/03/25;3;2020/04/16;8;2020/05/18;1;2020/11/03;6;2020/11/26;43;2020/11/27;40;2020/12/12;16;2021/01/16;9;2020/11/26;43;2020/12/24;6;2020/03/25;1.5;2020/04/16;4.01;2020/05/18;0.5;2020/11/03;3.01;2020/11/26;21.55;2020/11/27;20.05;2020/12/12;8.02;2021/01/16;4.51;2020/11/26;21.55;2020/12/24;3.01;COM
San Pietro Val Lemina;Porte,Pinerolo,Villar Perosa,Pinasca;2020/03/25;2;2020/05/01;6;2020/05/18;1;2020/11/03;5;2020/11/17;22;2020/11/27;18;2020/12/12;5;2021/01/16;0;2020/11/17;22;2020/11/07;4;2020/03/25;1.41;2020/05/01;4.24;2020/05/18;0.71;2020/11/03;3.53;2020/11/17;15.54;2020/11/27;12.71;2020/12/12;3.53;2021/01/16;0.0;2020/11/17;15.54;2020/11/07;2.83;COM
San Ponso;Busano,Salassa,Oglianico,Rivara,Valperga,Pertusio;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;2;2020/11/28;7;2020/11/27;5;2020/12/12;4;2021/01/16;0;2020/11/28;7;2020/11/21;2;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;7.91;2020/11/28;27.67;2020/11/27;19.76;2020/12/12;15.81;2021/01/16;0.0;2020/11/28;27.67;2020/11/21;7.91;COM
San Raffaele Cimena;Brandizzo,Rivalba,Gassino Torinese,Chivasso,Castagneto Po,Settimo Torinese;2020/03/25;2;2020/04/12;16;2020/05/18;2;2020/11/03;22;2020/11/17;35;2020/11/27;25;2020/12/12;11;2021/01/16;6;2020/11/17;35;2020/11/02;6;2020/03/25;0.64;2020/04/12;5.13;2020/05/18;0.64;2020/11/03;7.06;2020/11/17;11.23;2020/11/27;8.02;2020/12/12;3.53;2021/01/16;1.92;2020/11/17;11.23;2020/11/02;1.93;COM
San Salvatore Monferrato;Valenza,Lu e Cuccaro Monferrato,Quargnento,Castelletto Monferrato,Mirabello Monferrato,Alessandria;2020/03/25;7;2020/04/07;14;2020/05/18;7;2020/11/03;17;2020/11/18;72;2020/11/27;50;2020/12/12;21;2021/01/16;8;2020/11/18;72;2020/11/12;11;2020/03/25;1.66;2020/04/07;3.32;2020/05/18;1.66;2020/11/03;4.04;2020/11/18;17.09;2020/11/27;11.87;2020/12/12;4.99;2021/01/16;1.9;2020/11/18;17.09;2020/11/13;2.62;COM
San Sebastiano Curone;Dernice,Gremiasco,Brignano-Frascata,Montacuto;2020/03/25;4;2020/04/11;6;2020/05/18;2;2020/11/03;9;2020/12/05;31;2020/11/27;15;2020/12/12;23;2021/01/16;0;2020/12/05;31;2020/11/26;10;2020/03/25;6.86;2020/04/11;10.29;2020/05/18;3.43;2020/11/03;15.44;2020/12/05;53.17;2020/11/27;25.73;2020/12/12;39.45;2021/01/16;0.0;2020/12/05;53.17;2020/11/30;17.16;COM
